word	POS	label	negative	neutral	positive
V-pursue	verb	neutral	0.26	0.504	0.236
V-pushed	verb	negative	0.786	0.154	0.061
V-pushes	verb	negative	0.453	0.369	0.179
V-putting	verb	neutral	0.102	0.655	0.242
V-qualify	verb	neutral	0.295	0.481	0.224
V-questioned	verb	neutral	0.396	0.431	0.173
V-quote	verb	neutral	0.121	0.529	0.351
V-quoted	verb	neutral	0.154	0.559	0.287
V-quoting	verb	neutral	0.217	0.516	0.267
V-r	verb	neutral	0.147	0.634	0.219
V-raining	verb	negative	0.903	0.069	0.028
V-raises	verb	neutral	0.332	0.457	0.211
V-ran	verb	negative	0.553	0.343	0.104
V-rank	verb	neutral	0.154	0.574	0.272
V-ranked	verb	neutral	0.232	0.547	0.221
V-rated	verb	neutral	0.128	0.603	0.269
V-re	verb	neutral	0.269	0.509	0.222
V-re-elect	verb	neutral	0.063	0.62	0.317
V-re-elected	verb	neutral	0.206	0.573	0.221
V-reached	verb	neutral	0.058	0.654	0.288
V-reaches	verb	neutral	0.13	0.624	0.245
V-reaching	verb	neutral	0.177	0.542	0.281
V-reactivate	verb	negative	0.528	0.326	0.146
V-reactivated	verb	negative	0.62	0.266	0.115
V-reads	verb	neutral	0.117	0.611	0.272
V-realise	verb	neutral	0.401	0.402	0.197
V-realised	verb	negative	0.614	0.275	0.111
V-realize	verb	neutral	0.358	0.46	0.182
V-realized	verb	negative	0.68	0.246	0.075
V-realizing	verb	negative	0.625	0.265	0.11
V-receive	verb	neutral	0.114	0.606	0.28
V-receives	verb	neutral	0.233	0.528	0.239
V-reckon	verb	neutral	0.077	0.639	0.284
V-recognise	verb	neutral	0.211	0.56	0.228
V-recognize	verb	neutral	0.2	0.548	0.252
V-recorded	verb	neutral	0.089	0.635	0.276
V-reduce	verb	neutral	0.181	0.562	0.257
V-reducing	verb	neutral	0.256	0.504	0.241
V-reelect	verb	neutral	0.105	0.616	0.279
V-reelected	verb	negative	0.446	0.394	0.16
V-refer	verb	neutral	0.124	0.586	0.29
V-referred	verb	neutral	0.206	0.538	0.255
V-referring	verb	neutral	0.12	0.576	0.303
V-refers	verb	neutral	0.199	0.555	0.247
V-refusing	verb	negative	0.88	0.085	0.035
V-regarding	verb	neutral	0.189	0.57	0.241
V-regards	verb	neutral	0.096	0.607	0.297
V-registered	verb	neutral	0.141	0.602	0.257
V-reigned	verb	neutral	0.09	0.654	0.256
V-related	verb	neutral	0.196	0.514	0.29
V-releases	verb	neutral	0.085	0.638	0.277
V-releasing	verb	neutral	0.34	0.454	0.206
V-rely	verb	neutral	0.317	0.456	0.227
V-remain	verb	neutral	0.228	0.534	0.238
V-remains	verb	neutral	0.328	0.483	0.188
V-remembers	verb	neutral	0.389	0.41	0.2
V-reminded	verb	neutral	0.205	0.518	0.277
V-reminding	verb	neutral	0.213	0.53	0.257
V-reminds	verb	neutral	0.135	0.605	0.26
V-removed	verb	negative	0.679	0.239	0.082
V-removing	verb	neutral	0.313	0.482	0.205
V-renamed	verb	neutral	0.186	0.567	0.247
V-rep	verb	negative	0.423	0.4	0.178
V-repeating	verb	negative	0.596	0.279	0.124
V-replaced	verb	neutral	0.345	0.46	0.195
V-replacing	verb	neutral	0.129	0.588	0.284
V-replied	verb	neutral	0.095	0.616	0.288
V-replying	verb	negative	0.586	0.288	0.126
V-reporting	verb	neutral	0.409	0.422	0.169
V-represent	verb	neutral	0.103	0.591	0.307
V-representing	verb	neutral	0.25	0.491	0.259
V-represents	verb	negative	0.69	0.215	0.095
V-requested	verb	neutral	0.312	0.466	0.221
V-requesting	verb	neutral	0.24	0.528	0.232
V-require	verb	neutral	0.219	0.517	0.264
V-requires	verb	neutral	0.18	0.559	0.262
V-requiring	verb	negative	0.781	0.15	0.068
V-researching	verb	neutral	0.305	0.439	0.255
V-responded	verb	neutral	0.341	0.455	0.204
V-responding	verb	negative	0.521	0.35	0.129
V-responds	verb	neutral	0.186	0.554	0.26
V-resume	verb	neutral	0.104	0.608	0.288
V-returned	verb	neutral	0.123	0.57	0.308
V-returning	verb	neutral	0.176	0.565	0.259
V-returns	verb	neutral	0.219	0.519	0.261
V-retweet	verb	neutral	0.072	0.588	0.34
V-retweeted	verb	neutral	0.2	0.542	0.258
V-retweeting	verb	neutral	0.251	0.483	0.266
V-revealed	verb	neutral	0.128	0.613	0.259
V-reveals	verb	neutral	0.192	0.559	0.25
V-revising	verb	negative	0.595	0.275	0.13
V-rides	verb	neutral	0.221	0.546	0.233
V-rises	verb	neutral	0.302	0.469	0.229
V-robbed	verb	negative	0.542	0.313	0.144
V-rocking	verb	neutral	0.082	0.616	0.303
V-rolled	verb	neutral	0.368	0.44	0.192
V-rolls	verb	neutral	0.129	0.601	0.27
V-romney	verb	neutral	0.22	0.563	0.218
V-rooting	verb	neutral	0.2	0.538	0.262
V-rove	verb	neutral	0.387	0.412	0.201
V-rsvp	verb	neutral	0.048	0.64	0.312
V-rule	verb	neutral	0.08	0.618	0.302
V-ruled	verb	neutral	0.378	0.426	0.196
V-run	verb	neutral	0.169	0.567	0.265
V-runs	verb	neutral	0.156	0.561	0.283
V-s/o	verb	neutral	0.058	0.617	0.324
V-sachs	verb	neutral	0.213	0.502	0.284
V-said	verb	neutral	0.078	0.685	0.238
V-saith	verb	neutral	0.033	0.705	0.262
V-sang	verb	neutral	0.058	0.563	0.38
V-sat	verb	neutral	0.202	0.572	0.226
V-saved	verb	neutral	0.175	0.546	0.278
V-saves	verb	neutral	0.107	0.603	0.29
V-saw	verb	neutral	0.026	0.715	0.259
V-say	verb	neutral	0.152	0.553	0.296
V-sayin	verb	neutral	0.111	0.582	0.307
V-saying	verb	neutral	0.065	0.66	0.275
V-says	verb	neutral	0.393	0.448	0.159
V-scares	verb	negative	0.998	0	0.002
V-scheduled	verb	neutral	0.147	0.587	0.266
V-scored	verb	neutral	0.088	0.618	0.294
V-screaming	verb	negative	0.998	0	0.002
V-scrolling	verb	negative	0.56	0.324	0.116
V-searched	verb	neutral	0.132	0.676	0.192
V-searches	verb	neutral	0.125	0.581	0.294
V-see	verb	neutral	0.043	0.672	0.285
V-seeing	verb	neutral	0.142	0.59	0.268
V-seek	verb	neutral	0.171	0.607	0.222
V-seeking	verb	neutral	0.269	0.522	0.21
V-seeks	verb	neutral	0.111	0.597	0.292
V-seemed	verb	neutral	0.109	0.56	0.331
V-seems	verb	neutral	0.405	0.476	0.118
V-seen	verb	neutral	0.05	0.68	0.269
V-sees	verb	neutral	0.166	0.581	0.253
V-selected	verb	neutral	0.256	0.516	0.228
V-selling	verb	neutral	0.236	0.541	0.223
V-sells	verb	neutral	0.126	0.579	0.295
V-sending	verb	neutral	0.069	0.652	0.279
V-sends	verb	neutral	0.151	0.591	0.258
V-sent	verb	neutral	0.062	0.676	0.262
V-sentenced	verb	negative	0.707	0.207	0.086
V-served	verb	neutral	0.226	0.522	0.252
V-serves	verb	neutral	0.135	0.545	0.319
V-serving	verb	neutral	0.231	0.535	0.234
V-sets	verb	neutral	0.156	0.578	0.266
V-setting	verb	neutral	0.1	0.659	0.241
V-settle	verb	neutral	0.127	0.575	0.298
V-sez	verb	neutral	0.327	0.473	0.2
V-shake	verb	negative	0.505	0.081	0.414
V-shall	verb	positive	0.054	0.465	0.48
V-shalt	verb	negative	0.535	0.328	0.137
V-shared	verb	neutral	0.057	0.614	0.329
V-shares	verb	neutral	0.104	0.605	0.291
V-sharing	verb	neutral	0.102	0.53	0.368
V-shd	verb	neutral	0.338	0.444	0.218
V-she'd	verb	neutral	0.278	0.427	0.294
V-she'll	verb	neutral	0.283	0.452	0.265
V-ship	verb	neutral	0.256	0.513	0.231
V-shipped	verb	neutral	0.258	0.501	0.241
V-shld	verb	neutral	0.165	0.593	0.242
V-should've	verb	negative	0.75	0.182	0.069
V-shoulda	verb	negative	0.608	0.277	0.115
V-shouldn't	verb	negative	0.446	0.437	0.117
V-shouldnt	verb	negative	0.601	0.282	0.117
V-shout	verb	neutral	0.053	0.562	0.385
V-shouting	verb	negative	0.429	0.395	0.176
V-shoutout	verb	neutral	0.036	0.634	0.33
V-showed	verb	neutral	0.167	0.591	0.242
V-shown	verb	neutral	0.338	0.475	0.187
V-shows	verb	neutral	0.244	0.585	0.171
V-shrugs	verb	negative	0.605	0.282	0.114
V-shud	verb	neutral	0.121	0.629	0.25
V-shutting	verb	negative	0.616	0.265	0.118
V-signed	verb	neutral	0.053	0.648	0.299
V-signing	verb	neutral	0.08	0.601	0.319
V-singing	verb	positive	0.132	0.417	0.451
V-sings	verb	neutral	0.093	0.592	0.315
V-sink	verb	negative	0.478	0.374	0.148
V-sit	verb	neutral	0.185	0.59	0.225
V-sits	verb	neutral	0.379	0.431	0.189
V-sized	verb	neutral	0.086	0.631	0.283
V-slamming	verb	neutral	0.342	0.45	0.209
V-slams	verb	neutral	0.384	0.433	0.183
V-sleeps	verb	neutral	0.095	0.606	0.299
V-slept	verb	neutral	0.302	0.458	0.239
V-smoked	verb	neutral	0.234	0.526	0.24
V-smokin	verb	neutral	0.252	0.526	0.222
V-sold	verb	negative	0.844	0.116	0.04
V-solved	verb	neutral	0.38	0.399	0.22
V-sorted	verb	neutral	0.116	0.55	0.334
V-sought	verb	neutral	0.399	0.423	0.178
V-sound	verb	neutral	0.102	0.613	0.285
V-sounded	verb	neutral	0.232	0.524	0.244
V-sounding	verb	negative	0.414	0.396	0.191
V-sounds	verb	neutral	0.078	0.539	0.383
V-speak	verb	neutral	0.059	0.647	0.294
V-speaks	verb	neutral	0.084	0.638	0.279
V-spell	verb	neutral	0.286	0.539	0.175
V-spelled	verb	neutral	0.387	0.445	0.167
V-spelt	verb	negative	0.546	0.322	0.132
V-spending	verb	neutral	0.224	0.555	0.22
V-spends	verb	neutral	0.396	0.411	0.192
V-spit	verb	neutral	0.289	0.476	0.236
V-sponsored	verb	neutral	0.25	0.519	0.23
V-spreading	verb	neutral	0.235	0.534	0.232
V-spying	verb	negative	0.465	0.35	0.185
V-stalked	verb	neutral	0.142	0.569	0.289
V-stalking	verb	neutral	0.11	0.629	0.261
V-stalks	verb	neutral	0.324	0.449	0.228
V-stand	verb	neutral	0.18	0.586	0.234
V-starring	verb	neutral	0.093	0.632	0.275
V-start	verb	neutral	0.027	0.677	0.296
V-started	verb	neutral	0.114	0.656	0.231
V-starting	verb	neutral	0.306	0.521	0.173
V-starts	verb	neutral	0.128	0.624	0.247
V-stated	verb	neutral	0.299	0.464	0.238
V-stating	verb	neutral	0.395	0.437	0.169
V-staying	verb	neutral	0.112	0.584	0.304
V-stepped	verb	negative	0.565	0.307	0.128
V-stepping	verb	neutral	0.322	0.48	0.198
V-sticks	verb	neutral	0.236	0.521	0.243
V-stole	verb	negative	0.578	0.321	0.101
V-stopped	verb	negative	0.664	0.256	0.08
V-stops	verb	neutral	0.348	0.471	0.181
V-strapped	verb	negative	0.643	0.25	0.107
V-strikes	verb	negative	0.565	0.304	0.131
V-stuck	verb	negative	0.876	0.096	0.028
V-studying	verb	neutral	0.416	0.424	0.16
V-submit	verb	neutral	0.108	0.632	0.26
V-submitted	verb	neutral	0.211	0.539	0.251
V-suggested	verb	neutral	0.097	0.638	0.265
V-suggesting	verb	neutral	0.224	0.577	0.2
V-suggests	verb	neutral	0.15	0.571	0.279
V-suing	verb	neutral	0.253	0.502	0.245
V-surprise	verb	neutral	0.17	0.503	0.327
V-surprised	verb	neutral	0.287	0.445	0.268
V-surrounded	verb	negative	0.444	0.358	0.198
V-survived	verb	neutral	0.222	0.519	0.259
V-swear	verb	neutral	0.407	0.439	0.154
V-switched	verb	neutral	0.23	0.513	0.257
V-switching	verb	neutral	0.332	0.496	0.171
V-sync	verb	neutral	0.333	0.461	0.206
V-t	verb	neutral	0.226	0.519	0.254
V-t-t	verb	neutral	0.319	0.482	0.199
V-tagged	verb	neutral	0.178	0.562	0.259
V-tagging	verb	neutral	0.367	0.443	0.189
V-take	verb	neutral	0.025	0.687	0.288
V-taken	verb	neutral	0.378	0.484	0.137
V-takes	verb	neutral	0.15	0.631	0.219
V-takin	verb	negative	0.44	0.376	0.184
V-taking	verb	neutral	0.11	0.628	0.262
V-talked	verb	neutral	0.193	0.54	0.267
V-talkin	verb	neutral	0.229	0.544	0.228
V-talking	verb	neutral	0.104	0.595	0.3
V-talks	verb	neutral	0.251	0.544	0.205
V-targeting	verb	negative	0.471	0.368	0.16
V-targets	verb	negative	0.453	0.364	0.183
V-taught	verb	neutral	0.149	0.52	0.33
V-taxed	verb	negative	0.517	0.336	0.147
V-teaches	verb	neutral	0.098	0.578	0.324
V-tear	verb	negative	0.717	0.199	0.084
V-tell	verb	neutral	0.16	0.563	0.276
V-tellin	verb	negative	0.426	0.403	0.171
V-tells	verb	neutral	0.193	0.599	0.208
V-tempted	verb	neutral	0.37	0.461	0.169
V-tend	verb	neutral	0.38	0.436	0.184
V-tested	verb	neutral	0.201	0.557	0.242
V-testing	verb	neutral	0.169	0.562	0.269
V-texted	verb	negative	0.587	0.29	0.123
V-texting	verb	neutral	0.192	0.571	0.237
V-tf	verb	negative	0.669	0.242	0.089
V-thanking	verb	neutral	0.162	0.576	0.262
V-thanks	verb	positive	0.009	0.006	0.985
V-thinkin	verb	neutral	0.372	0.445	0.183
V-thinks	verb	neutral	0.083	0.667	0.249
V-threatened	verb	negative	0.997	0	0.003
V-threw	verb	neutral	0.363	0.464	0.173
V-throw	verb	neutral	0.161	0.587	0.251
V-throwing	verb	negative	0.538	0.332	0.13
V-thrown	verb	negative	0.485	0.354	0.161
V-throws	verb	neutral	0.216	0.518	0.266
V-tied	verb	neutral	0.279	0.493	0.228
V-ties	verb	neutral	0.255	0.485	0.26
V-told	verb	neutral	0.208	0.579	0.213
V-took	verb	neutral	0.201	0.622	0.177
V-touring	verb	neutral	0.06	0.671	0.269
V-track	verb	neutral	0.099	0.631	0.27
V-tracking	verb	neutral	0.066	0.634	0.3
V-trade	verb	neutral	0.099	0.624	0.277
V-translated	verb	neutral	0.092	0.592	0.316
V-translates	verb	neutral	0.115	0.594	0.291
V-translating	verb	neutral	0.182	0.547	0.271
V-trappin	verb	neutral	0.169	0.598	0.233
V-traveled	verb	neutral	0.213	0.55	0.237
V-travelling	verb	neutral	0.124	0.571	0.305
V-treat	verb	positive	0.196	0.212	0.593
V-treated	verb	negative	0.476	0.356	0.168
V-treating	verb	neutral	0.314	0.422	0.264
V-treats	verb	neutral	0.266	0.508	0.226
V-tried	verb	negative	0.774	0.176	0.051
V-tries	verb	neutral	0.352	0.49	0.158
V-trippin	verb	negative	0.539	0.318	0.143
V-trolling	verb	neutral	0.13	0.585	0.284
V-tryin	verb	negative	0.674	0.232	0.094
V-tryna	verb	negative	0.617	0.283	0.1
V-trynna	verb	negative	0.593	0.287	0.12
V-tuned	verb	neutral	0.047	0.613	0.34
V-turned	verb	negative	0.527	0.361	0.111
V-turns	verb	neutral	0.288	0.57	0.142
V-tweet	verb	neutral	0.066	0.634	0.301
V-tweeted	verb	neutral	0.058	0.645	0.297
V-tweeting	verb	neutral	0.084	0.6	0.315
V-tweets	verb	neutral	0.214	0.523	0.263
V-txt	verb	negative	0.444	0.392	0.163
V-typed	verb	neutral	0.086	0.656	0.258
V-typing	verb	neutral	0.06	0.671	0.269
V-understands	verb	neutral	0.266	0.489	0.244
V-understood	verb	neutral	0.129	0.584	0.287
V-unfollow	verb	neutral	0.155	0.595	0.251
V-unfollowed	verb	neutral	0.212	0.568	0.22
V-unfriend	verb	neutral	0.295	0.499	0.206
V-unfriended	verb	negative	0.675	0.23	0.095
V-unveils	verb	neutral	0.119	0.571	0.31
V-update	verb	neutral	0.164	0.601	0.235
V-updated	verb	neutral	0.08	0.623	0.297
V-updating	verb	neutral	0.128	0.577	0.294
V-upload	verb	neutral	0.216	0.611	0.173
V-uploaded	verb	neutral	0.065	0.586	0.349
V-uploading	verb	neutral	0.104	0.588	0.308
V-urge	verb	neutral	0.052	0.664	0.285
V-urged	verb	neutral	0.395	0.411	0.194
V-urges	verb	neutral	0.31	0.476	0.214
V-use	verb	neutral	0.033	0.686	0.281
V-used	verb	neutral	0.065	0.699	0.236
V-uses	verb	neutral	0.185	0.592	0.223
V-using	verb	neutral	0.063	0.662	0.275
V-vetted	verb	neutral	0.362	0.415	0.223
V-vetting	verb	neutral	0.181	0.567	0.251
V-viewed	verb	neutral	0.166	0.559	0.274
V-visited	verb	neutral	0.119	0.594	0.286
V-visits	verb	neutral	0.114	0.603	0.283
V-vote	verb	neutral	0.062	0.635	0.303
V-voted	verb	neutral	0.064	0.608	0.328
V-votes	verb	neutral	0.395	0.424	0.181
V-vs	verb	neutral	0.049	0.668	0.283
V-waited	verb	neutral	0.277	0.519	0.205
V-waits	verb	neutral	0.188	0.58	0.233
V-waking	verb	neutral	0.224	0.526	0.249
V-walked	verb	neutral	0.203	0.583	0.214
V-walking	verb	neutral	0.076	0.664	0.26
V-walks	verb	neutral	0.132	0.601	0.267
V-wana	verb	negative	0.462	0.388	0.149
V-wanna	verb	neutral	0.268	0.534	0.198
V-wanted	verb	neutral	0.373	0.534	0.092
V-wants	verb	negative	0.704	0.23	0.066
V-warns	verb	negative	0.451	0.382	0.168
V-was	verb	negative	0.458	0.42	0.122
V-wasn't	verb	negative	0.582	0.342	0.076
V-wasnt	verb	negative	0.817	0.136	0.047
V-wasn’t	verb	negative	0.409	0.394	0.197
V-watch	verb	neutral	0.069	0.642	0.289
V-watched	verb	neutral	0.107	0.603	0.29
V-watches	verb	neutral	0.118	0.581	0.301
V-watchin	verb	neutral	0.192	0.503	0.305
V-watching	verb	neutral	0.042	0.621	0.337
V-wears	verb	neutral	0.09	0.652	0.258
V-went	verb	neutral	0.216	0.643	0.14
V-were	verb	neutral	0.188	0.636	0.176
V-weren't	verb	negative	0.522	0.371	0.108
V-wil	verb	neutral	0.105	0.584	0.311
V-wiped	verb	negative	0.585	0.287	0.128
V-wished	verb	neutral	0.109	0.61	0.281
V-wld	verb	neutral	0.332	0.423	0.244
V-woke	verb	negative	0.496	0.358	0.146
V-won't	verb	negative	0.738	0.208	0.054
V-wondered	verb	neutral	0.24	0.543	0.217
V-wondering	verb	neutral	0.07	0.657	0.273
V-wont	verb	negative	0.937	0.048	0.015
V-won’t	verb	negative	0.464	0.355	0.181
V-wore	verb	neutral	0.139	0.576	0.285
V-work	verb	neutral	0.382	0.494	0.124
V-workin	verb	negative	0.536	0.323	0.14
V-works	verb	neutral	0.059	0.631	0.311
V-would've	verb	negative	0.687	0.222	0.09
V-woulda	verb	neutral	0.361	0.429	0.21
V-wouldn't	verb	neutral	0.247	0.59	0.162
V-wouldnt	verb	negative	0.7	0.222	0.079
V-wrapped	verb	neutral	0.225	0.555	0.22
V-writes	verb	neutral	0.093	0.587	0.32
V-wrote	verb	neutral	0.083	0.603	0.314
V-ws	verb	neutral	0.367	0.414	0.219
V-wud	verb	neutral	0.292	0.474	0.234
V-yelling	verb	neutral	0.389	0.418	0.193
X-all	exist.there	neutral	0.124	0.685	0.191
X-there	exist.there	neutral	0.063	0.675	0.262
Y-there's	exist.verbal	negative	0.481	0.409	0.111
Y-theres	exist.verbal	neutral	0.4	0.464	0.136
Z-#iran's	proper.nouns.poss	neutral	0.207	0.586	0.207
Z-#israel's	proper.nouns.poss	neutral	0.22	0.607	0.172
Z-#obama's	proper.nouns.poss	neutral	0.287	0.57	0.142
Z-#romney's	proper.nouns.poss	neutral	0.257	0.595	0.147
Z-america's	proper.nouns.poss	neutral	0.175	0.59	0.234
Z-apple's	proper.nouns.poss	neutral	0.109	0.644	0.247
Z-cameron's	proper.nouns.poss	neutral	0.226	0.626	0.148
Z-campaign's	proper.nouns.poss	neutral	0.095	0.644	0.261
Z-clinton's	proper.nouns.poss	neutral	0.147	0.643	0.21
Z-egypt's	proper.nouns.poss	neutral	0.103	0.674	0.223
Z-facebook's	proper.nouns.poss	neutral	0.24	0.601	0.159
Z-god's	proper.nouns.poss	neutral	0.103	0.61	0.286
Z-google's	proper.nouns.poss	neutral	0.074	0.662	0.264
Z-google’s	proper.nouns.poss	neutral	0.089	0.68	0.231
Z-gop's	proper.nouns.poss	neutral	0.399	0.471	0.13
Z-iran's	proper.nouns.poss	neutral	0.189	0.653	0.157
Z-iran’s	proper.nouns.poss	neutral	0.381	0.496	0.123
Z-israel's	proper.nouns.poss	neutral	0.056	0.674	0.271
Z-israel’s	proper.nouns.poss	neutral	0.125	0.645	0.23
Z-korea's	proper.nouns.poss	neutral	0.346	0.528	0.126
Z-mitt's	proper.nouns.poss	neutral	0.343	0.491	0.166
Z-obama's	proper.nouns.poss	neutral	0.065	0.716	0.219
Z-obama’s	proper.nouns.poss	neutral	0.177	0.664	0.159
Z-paul's	proper.nouns.poss	neutral	0.175	0.594	0.232
Z-romney's	proper.nouns.poss	neutral	0.082	0.71	0.207
Z-romney’s	proper.nouns.poss	neutral	0.156	0.691	0.153
Z-someone's	proper.nouns.poss	negative	0.802	0.149	0.049
Z-trump's	proper.nouns.poss	neutral	0.344	0.537	0.119
Z-twitter's	proper.nouns.poss	negative	0.475	0.4	0.125
^-#	proper.nouns	neutral	0.084	0.652	0.264
^-#afghanistan	proper.nouns	neutral	0.332	0.512	0.156
^-#amercia	proper.nouns	neutral	0.172	0.638	0.19
^-#apple	proper.nouns	neutral	0.112	0.646	0.241
^-#assad	proper.nouns	neutral	0.363	0.502	0.135
^-#bahrain	proper.nouns	neutral	0.277	0.556	0.167
^-#believetour	proper.nouns	neutral	0.072	0.661	0.267
^-#bush	proper.nouns	neutral	0.342	0.474	0.184
^-#cameron	proper.nouns	neutral	0.241	0.577	0.182
^-#clinton	proper.nouns	neutral	0.132	0.633	0.235
^-#egypt	proper.nouns	neutral	0.138	0.655	0.207
^-#facebook	proper.nouns	neutral	0.11	0.703	0.187
^-#gaza	proper.nouns	negative	0.486	0.412	0.103
^-#god	proper.nouns	neutral	0.176	0.558	0.266
^-#google	proper.nouns	neutral	0.068	0.693	0.238
^-#instagram	proper.nouns	neutral	0.199	0.591	0.21
^-#iran	proper.nouns	neutral	0.185	0.644	0.171
^-#israel	proper.nouns	neutral	0.049	0.651	0.3
^-#julia	proper.nouns	neutral	0.412	0.452	0.137
^-#leveson	proper.nouns	neutral	0.16	0.612	0.229
^-#mitt	proper.nouns	neutral	0.165	0.595	0.24
^-#mittromney	proper.nouns	neutral	0.227	0.566	0.207
^-#morsi	proper.nouns	neutral	0.278	0.568	0.155
^-#netanyahu	proper.nouns	neutral	0.196	0.601	0.203
^-#obama	proper.nouns	neutral	0.1	0.67	0.23
^-#obamacare	proper.nouns	neutral	0.243	0.57	0.188
^-#pakistan	proper.nouns	neutral	0.292	0.536	0.172
^-#palestine	proper.nouns	neutral	0.23	0.587	0.183
^-#romney	proper.nouns	neutral	0.08	0.659	0.26
^-#santorum	proper.nouns	neutral	0.178	0.57	0.252
^-#saudi	proper.nouns	neutral	0.255	0.548	0.197
^-#syria	proper.nouns	neutral	0.27	0.606	0.124
^-#twitter	proper.nouns	neutral	0.112	0.654	0.234
^-#us	proper.nouns	neutral	0.255	0.554	0.191
^--mitt	proper.nouns	neutral	0.081	0.645	0.275
^-1d	proper.nouns	neutral	0.118	0.603	0.28
^-aaron	proper.nouns	neutral	0.065	0.635	0.3
^-abbas	proper.nouns	neutral	0.168	0.597	0.235
^-abc	proper.nouns	neutral	0.084	0.68	0.236
^-abe	proper.nouns	neutral	0.092	0.631	0.277
^-abraham	proper.nouns	neutral	0.065	0.644	0.292
^-abu	proper.nouns	neutral	0.136	0.648	0.216
^-aca	proper.nouns	neutral	0.201	0.587	0.212
^-adam	proper.nouns	neutral	0.074	0.6	0.326
^-addthis	proper.nouns	neutral	0.009	0.731	0.259
^-adele	proper.nouns	neutral	0.08	0.669	0.251
^-adelson	proper.nouns	neutral	0.174	0.608	0.218
^-adolf	proper.nouns	neutral	0.418	0.441	0.141
^-adwords	proper.nouns	neutral	0.046	0.665	0.289
^-afghanistan	proper.nouns	neutral	0.155	0.646	0.199
^-africa	proper.nouns	neutral	0.098	0.665	0.237
^-african	proper.nouns	neutral	0.111	0.657	0.232
^-africans	proper.nouns	negative	0.45	0.43	0.121
^-ahmadinejad	proper.nouns	neutral	0.222	0.582	0.195
^-aipac	proper.nouns	neutral	0.251	0.53	0.219
^-al	proper.nouns	neutral	0.091	0.663	0.246
^-alabama	proper.nouns	neutral	0.057	0.663	0.28
^-alan	proper.nouns	neutral	0.056	0.668	0.276
^-alaska	proper.nouns	neutral	0.104	0.609	0.286
^-albert	proper.nouns	neutral	0.082	0.663	0.255
^-alex	proper.nouns	neutral	0.091	0.597	0.312
^-alexander	proper.nouns	neutral	0.095	0.612	0.293
^-ali	proper.nouns	neutral	0.071	0.644	0.285
^-alice	proper.nouns	neutral	0.124	0.594	0.282
^-allah	proper.nouns	neutral	0.129	0.619	0.252
^-allen	proper.nouns	neutral	0.083	0.605	0.311
^-amanda	proper.nouns	neutral	0.156	0.589	0.255
^-amazon	proper.nouns	positive	0.045	0.011	0.944
^-amercia	proper.nouns	neutral	0.213	0.59	0.197
^-america	proper.nouns	neutral	0.219	0.597	0.184
^-american	proper.nouns	neutral	0.034	0.651	0.315
^-americans	proper.nouns	neutral	0.167	0.647	0.186
^-americas	proper.nouns	neutral	0.163	0.603	0.234
^-amy	proper.nouns	neutral	0.108	0.578	0.314
^-analytics	proper.nouns	neutral	0.066	0.639	0.295
^-anderson	proper.nouns	neutral	0.11	0.621	0.27
^-andrea	proper.nouns	neutral	0.147	0.595	0.259
^-andrew	proper.nouns	neutral	0.081	0.632	0.287
^-android	proper.nouns	neutral	0.055	0.667	0.278
^-andy	proper.nouns	neutral	0.116	0.573	0.311
^-ang	proper.nouns	neutral	0.046	0.645	0.309
^-angela	proper.nouns	neutral	0.061	0.606	0.333
^-angeles	proper.nouns	neutral	0.021	0.726	0.252
^-ann	proper.nouns	neutral	0.102	0.644	0.254
^-anna	proper.nouns	neutral	0.099	0.594	0.307
^-annan	proper.nouns	neutral	0.126	0.651	0.223
^-anne	proper.nouns	neutral	0.119	0.593	0.288
^-anthony	proper.nouns	neutral	0.08	0.631	0.289
^-antonio	proper.nouns	neutral	0.075	0.664	0.26
^-ap	proper.nouns	neutral	0.081	0.683	0.236
^-apps	proper.nouns	neutral	0.073	0.647	0.28
^-apr	proper.nouns	neutral	0.038	0.672	0.291
^-april	proper.nouns	neutral	0.032	0.68	0.288
^-arab	proper.nouns	neutral	0.181	0.632	0.187
^-arabia	proper.nouns	neutral	0.107	0.689	0.204
^-arabic	proper.nouns	neutral	0.096	0.635	0.269
^-argentina	proper.nouns	neutral	0.068	0.614	0.319
^-arizona	proper.nouns	neutral	0.139	0.633	0.227
^-arkansas	proper.nouns	neutral	0.089	0.66	0.251
^-armenia	proper.nouns	neutral	0.06	0.666	0.274
^-ashley	proper.nouns	neutral	0.158	0.554	0.288
^-ashton	proper.nouns	neutral	0.038	0.661	0.301
^-asia	proper.nouns	neutral	0.076	0.669	0.255
^-assad	proper.nouns	neutral	0.251	0.571	0.178
^-atl	proper.nouns	neutral	0.122	0.58	0.298
^-atlanta	proper.nouns	neutral	0.103	0.607	0.289
^-attenborough	proper.nouns	neutral	0.091	0.589	0.321
^-aug	proper.nouns	neutral	0.127	0.612	0.261
^-austin	proper.nouns	neutral	0.072	0.629	0.298
^-australia	proper.nouns	neutral	0.055	0.641	0.304
^-austria	proper.nouns	neutral	0.147	0.606	0.247
^-avengers	proper.nouns	neutral	0.125	0.596	0.279
^-aviv	proper.nouns	neutral	0.075	0.632	0.293
^-axelrod	proper.nouns	neutral	0.171	0.617	0.212
^-ayers	proper.nouns	neutral	0.185	0.592	0.223
^-az	proper.nouns	neutral	0.178	0.603	0.22
